Platform,Impressions,% Δ,Views,% Δ,Engagements,% Δ,Post Count,% Δ
Instagram,4103250,-0.29454052680496706,4020211,-0.2919333959170302,263613,-0.44803261388477095,70,0.16666666666666666
YouTube,3372046,0.2928637730479921,3372046,0.2928637730479921,111863,0.2439173561071079,134,0.13559322033898305
TikTok,1438438,-0.537514392008573,1438438,-0.537514392008573,92514,-0.6919701272886486,55,0.0784313725490196
X,1162238,0.14013086257467702,885294,-0.04663476915223902,25993,-0.11929931557904723,105,0.07142857142857142
Podcast,89919,0.2856959020847036,25095,0.06623895309313392,null,,15,0.5
