MONTH,TOTAL DELIVERY,TOTAL DOWNLOADS,TOTAL STREAMS,TOTAL STARTS,UNIQUE LISTENERS,UNIQUE LISTENERS FROM DOWNLOADS,UNIQUE LISTENERS FROM STARTS,UNIQUE LISTENERS FROM STREAMS,AVG CONSUMPTION TIME,TOTAL CONSUMPTION TIME,AVG BACKGROUND TIME,AVG FOREGROUND TIME,TOTAL BACKGROUND TIME,TOTAL FOREGROUND TIME
2026-01-01,27.0,27.0,0.0,3954.0,13.0,13.0,1935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-01,72550.0,49702.0,22848.0,34193.0,23172.0,18192.0,8333.0,5087.0,25.223597131769374,576308.7472666666,20.187976806139122,5.035620325630252,461254.89406666666,115053.8532
2026-03-01,91090.0,66378.0,24712.0,34605.0,26364.0,22258.0,5999.0,4100.0,26.963670800960397,666326.2328333333,22.36108962447394,4.602581176486457,552587.2468,113738.98603333333
2026-04-01,87353.0,62065.0,25288.0,34413.0,25639.0,21597.0,5398.0,4156.0,28.377573563877466,717612.0802833333,23.82632755127597,4.551246012601497,602520.1711166666,115091.90916666666
2026-05-01,76942.0,53760.0,23182.0,31511.0,25881.0,21803.0,5410.0,4071.0,28.788779582578435,667381.4882833334,24.13489579127484,4.653883791303598,559495.1542333333,107886.33405
2026-06-01,88761.0,65456.0,23305.0,28361.0,27388.0,22814.0,5502.0,4552.0,27.21765975970822,634307.5607,22.65543614460416,4.562223615104055,527984.93935,106322.62135
