date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,device_type,operating_system,views,engaged_views,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,red_views,red_watch_time_minutes
20260716,UCSes4X8uDrpc4X46hJKjejg,Ck3vqY7J6xQ,on_demand,subscribed,SI,102,19,1,1,0.44021666666666665,26.413,8.2799373040752346,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,BvHw3ddSlms,on_demand,subscribed,GB,104,4,2,2,17.861666666666668,535.85,11.221989528795811,2,17.861666666666665
20260716,UCSes4X8uDrpc4X46hJKjejg,HAYtxUru2wQ,on_demand,not_subscribed,ZA,100,1,4,1,3.85,230.2,291.39240506329116,4,3.85
20260716,UCSes4X8uDrpc4X46hJKjejg,J6rzMuvuMuo,on_demand,not_subscribed,KY,104,4,5,3,3.5783333333333331,71.566666666666663,99.398148148148152,3,2.3716666666666666
20260716,UCSes4X8uDrpc4X46hJKjejg,k3pJGiIh1RE,on_demand,not_subscribed,TR,104,5,6,3,1.6203333333333334,31.59,61.941176470588232,2,0.8485
20260716,UCSes4X8uDrpc4X46hJKjejg,k_Qt4Ilp70c,on_demand,subscribed,US,102,1,1,1,9.7596833333333333,585.581,99.928498293515361,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,HAYtxUru2wQ,on_demand,subscribed,DZ,101,2,3,1,1.3896833333333334,80.463,101.85189873417721,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,ozFzY-luiaE,on_demand,not_subscribed,KE,105,5,1,1,0.0875,5.25,12.209302325581396,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,LSwj_klZHr8,on_demand,not_subscribed,SE,101,2,1,1,3.6833666666666667,221.002,49.887584650112863,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,Ck3vqY7J6xQ,on_demand,subscribed,AO,102,12,1,1,6.0760666666666667,364.564,114.2833855799373,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,J6rzMuvuMuo,on_demand,not_subscribed,BA,104,4,13,8,6.753333333333333,50.45,70.069444444444443,1,0.21666666666666667
20260716,UCSes4X8uDrpc4X46hJKjejg,k5c7oBPcmRU,on_demand,not_subscribed,DE,101,2,4,1,4.981416666666667,297.04,660.08888888888885,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,J6rzMuvuMuo,on_demand,not_subscribed,BD,104,4,4,2,0.26666666666666666,7,9.7222222222222214,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,59M8g_I818w,on_demand,not_subscribed,KE,104,5,14,9,7.1615833333333336,47.323333333333338,84.50595238095238,3,1.3428333333333333
20260716,UCSes4X8uDrpc4X46hJKjejg,XlT3SmO6YYs,on_demand,not_subscribed,SG,104,5,1,1,0.32033333333333336,19.22,17.008849557522122,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,gCU3mGYQeLY,on_demand,not_subscribed,US,105,5,2,2,46.934666666666665,1408.04,96.3750855578371,1,22.594
20260716,UCSes4X8uDrpc4X46hJKjejg,apguqLi-hhk,on_demand,subscribed,TT,104,4,5,5,15.553333333333333,186.64000000000001,30.446982055464925,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,HAYtxUru2wQ,on_demand,not_subscribed,MY,105,4,1,1,0.09,5.4,6.8354430379746836,1,0.09
20260716,UCSes4X8uDrpc4X46hJKjejg,50MHq47IaLU,on_demand,not_subscribed,FI,104,4,1,1,0.08,4.8,4.1739130434782608,1,0.08
20260716,UCSes4X8uDrpc4X46hJKjejg,HzmMTvN__ec,on_demand,not_subscribed,CA,104,4,1,1,8,480,99.378881987577643,1,8
20260716,UCSes4X8uDrpc4X46hJKjejg,J6rzMuvuMuo,on_demand,not_subscribed,JM,104,5,5,1,1.744,98.19,136.375,1,0.036333333333333336
20260716,UCSes4X8uDrpc4X46hJKjejg,po8YrSQivoM,on_demand,not_subscribed,SG,104,5,22,22,216.49783333333335,590.44863636363641,17.2042143462598,7,73.432833333333321
20260716,UCSes4X8uDrpc4X46hJKjejg,MaurflLy1CQ,on_demand,not_subscribed,NZ,102,19,1,1,9.628166666666667,577.69,91.118296529968461,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,U0kEWDpv80Y,on_demand,not_subscribed,DE,102,19,1,1,2.8763,172.578,34.654216867469877,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,apguqLi-hhk,on_demand,subscribed,US,102,12,37,37,117.67406666666666,190.82281081081084,31.129332921828844,16,49.843100000000007
20260716,UCSes4X8uDrpc4X46hJKjejg,apguqLi-hhk,on_demand,subscribed,PL,102,19,1,1,2.69805,161.883,26.408319738988581,1,2.69805
20260716,UCSes4X8uDrpc4X46hJKjejg,LSwj_klZHr8,on_demand,subscribed,IT,101,9,1,1,5.94385,356.631,80.50361173814899,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,HAYtxUru2wQ,on_demand,not_subscribed,NZ,102,19,2,1,1.37065,82.239,104.1,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,5IEMHu7Fxr4,on_demand,not_subscribed,US,102,1,2,2,2.7733833333333333,83.2015,10.791374837872892,1,0.21003333333333332
20260716,UCSes4X8uDrpc4X46hJKjejg,po8YrSQivoM,on_demand,subscribed,PK,104,5,1,1,0.41083333333333333,24.65,0.71824009324009319,1,0.41083333333333333
20260716,UCSes4X8uDrpc4X46hJKjejg,HAYtxUru2wQ,on_demand,not_subscribed,RE,104,4,4,2,3.3604833333333333,100.8145,127.6132911392405,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,o6l1Qlm33_o,on_demand,not_subscribed,PH,104,4,1,1,0.10833333333333334,6.5,15.853658536585366,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,J6rzMuvuMuo,on_demand,not_subscribed,CA,105,4,19,10,9.6275,57.125,79.340277777777771,2,0.30166666666666669
20260716,UCSes4X8uDrpc4X46hJKjejg,k2rjwlyjahc,on_demand,not_subscribed,SI,101,1,4,2,1.8223166666666666,54.6695,101.23981481481482,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,Ck3vqY7J6xQ,on_demand,not_subscribed,ZA,102,31,3,3,8.1737833333333327,163.47566666666668,51.246290491118074,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,apguqLi-hhk,on_demand,not_subscribed,ID,104,5,1,1,3.6323333333333334,217.94,35.553017944535071,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,rP97ZTg5coI,on_demand,not_subscribed,TH,101,2,1,1,0.19161666666666666,11.497,9.9112068965517235,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,Ck3vqY7J6xQ,on_demand,subscribed,NP,101,2,1,1,2.9876166666666668,179.257,56.193416927899683,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,J6rzMuvuMuo,on_demand,not_subscribed,IN,105,4,9,6,5.0121,50.121,69.6125,3,1.3266666666666667
20260716,UCSes4X8uDrpc4X46hJKjejg,zxka0rRvmaU,on_demand,not_subscribed,US,101,2,2,1,0.30286666666666667,16.174,34.412765957446808,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,po8YrSQivoM,on_demand,subscribed,AU,102,22,2,2,14.317733333333333,429.532,12.515501165501165,0,0
