period,platform,metric,value
2026-10,INSTAGRAM,FOLLOWERS,1
2026-10,INSTAGRAM,VIEWS,1
2026-10,INSTAGRAM,ENGAGEMENTS,1
2026-10,INSTAGRAM,POSTS,1
